time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_inter_hs_titin_force_effect	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.129	1100.000	111745	-nan(ind)	-nan(ind)	6.23	1100	1100	-nan(ind)	1019.13	810.512	111745	2.14886e-11	0	0	0	0.293981	0.706019	0.00308642	0.650463	0.346451	1	0	0
0.13	1100.000	112920	-nan(ind)	-nan(ind)	6.24	1100	1100	-nan(ind)	1019.2	810.5	112920	2.14893e-11	0	0	0	0.30787	0.69213	0.00154321	0.645062	0.353395	1	0	0
0.131	1100.000	113870	-nan(ind)	-nan(ind)	6.24	1100	1100	-nan(ind)	1019.17	810.555	113870	2.14818e-11	0	0	0	0.319444	0.680556	0	0.63966	0.36034	1	0	0
0.132	1100.000	115401	-nan(ind)	-nan(ind)	6.25	1100	1100	-nan(ind)	1019.2	810.592	115401	2.14763e-11	0	0	0	0.333333	0.666667	0.00308642	0.640432	0.356481	1	0	0
0.133	1100.000	111235	-nan(ind)	-nan(ind)	6.26	1100	1100	-nan(ind)	1019.09	810.525	111235	2.14873e-11	0	0	0	0.3125	0.6875	0.00154321	0.655864	0.342593	1	0	0
0.134	1100.000	111211	-nan(ind)	-nan(ind)	6.27	1100	1100	-nan(ind)	1019.09	810.525	111211	2.14873e-11	0	0	0	0.321759	0.678241	0	0.648148	0.351852	1	0	0
0.135	1100.000	106515	-nan(ind)	-nan(ind)	6.28	1100	1100	-nan(ind)	1019	810.421	106515	2.15034e-11	0	0	0	0.354167	0.645833	0	0.67284	0.32716	1	0	0
0.136	1100.000	108221	-nan(ind)	-nan(ind)	6.28	1100	1100	-nan(ind)	1019.04	810.456	108221	2.14979e-11	0	0	0	0.333333	0.666667	0.00308642	0.654321	0.342593	1	0	0
0.137	1100.000	107763	-nan(ind)	-nan(ind)	6.29	1100	1100	-nan(ind)	1019.02	810.456	107763	2.14982e-11	0	0	0	0.344907	0.655093	0.00154321	0.665123	0.333333	1	0	0
0.138	1100.000	108114	-nan(ind)	-nan(ind)	6.3	1100	1100	-nan(ind)	1019.07	810.426	108114	2.15016e-11	0	0	0	0.349537	0.650463	0.00771605	0.662037	0.330247	1	0	0
0.139	1100.000	108597	-nan(ind)	-nan(ind)	6.31	1100	1100	-nan(ind)	1019.06	810.455	108597	2.14977e-11	0	0	0	0.354167	0.645833	0.00462963	0.654321	0.341049	1	0	0
0.14	1100.000	109517	-nan(ind)	-nan(ind)	6.32	1100	1100	-nan(ind)	1019.01	810.523	109517	2.14887e-11	0	0	0	0.344907	0.655093	0.00154321	0.655864	0.342593	1	0	0
0.141	1100.000	112471	-nan(ind)	-nan(ind)	6.33	1100	1100	-nan(ind)	1019.11	810.555	112471	2.14827e-11	0	0	0	0.321759	0.678241	0	0.648148	0.351852	1	0	0
0.142	1100.000	110549	-nan(ind)	-nan(ind)	6.33	1100	1100	-nan(ind)	1019.1	810.492	110549	2.14919e-11	0	0	0	0.342593	0.657407	0.00308642	0.665895	0.331019	1	0	0
0.143	1100.000	110201	-nan(ind)	-nan(ind)	6.34	1100	1100	-nan(ind)	1019.09	810.489	110201	2.14924e-11	0	0	0	0.358796	0.641204	0.00154321	0.665123	0.333333	1	0	0
0.144	1100.000	109764	-nan(ind)	-nan(ind)	6.35	1100	1100	-nan(ind)	1019.07	810.489	109764	2.14928e-11	0	0	0	0.365741	0.634259	0.00154321	0.671296	0.32716	1	0	0
0.145	1100.000	109293	-nan(ind)	-nan(ind)	6.36	1100	1100	-nan(ind)	1019.06	810.479	109293	2.14943e-11	0	0	0	0.361111	0.638889	0.00154321	0.662037	0.33642	1	0	0
0.146	1100.000	109221	-nan(ind)	-nan(ind)	6.37	1100	1100	-nan(ind)	1019.06	810.474	109221	2.14949e-11	0	0	0	0.361111	0.638889	0	0.658951	0.341049	1	0	0
0.147	1100.000	110193	-nan(ind)	-nan(ind)	6.37	1100	1100	-nan(ind)	1019.1	810.479	110193	2.14937e-11	0	0	0	0.351852	0.648148	0.00154321	0.649691	0.348765	1	0	0
0.148	1100.000	107366	-nan(ind)	-nan(ind)	6.38	1100	1100	-nan(ind)	1019	810.453	107366	2.14988e-11	0	0	0	0.361111	0.638889	0.00462963	0.659722	0.335648	1	0	0
0.149	1100.000	106755	-nan(ind)	-nan(ind)	6.39	1100	1100	-nan(ind)	1018.94	810.482	106755	2.14956e-11	0	0	0	0.354167	0.645833	0.00462963	0.661265	0.334105	1	0	0
0.15	1100.000	107702	-nan(ind)	-nan(ind)	6.4	1100	1100	-nan(ind)	1018.94	810.512	107702	2.14912e-11	0	0	0	0.358796	0.641204	0	0.662037	0.337963	1	0	0
0.151	1100.000	106288	-nan(ind)	-nan(ind)	6.41	1100	1100	-nan(ind)	1018.9	810.494	106288	2.14944e-11	0	0	0	0.358796	0.641204	0.00154321	0.673611	0.324846	1	0	0
0.152	1100.000	109845	-nan(ind)	-nan(ind)	6.41	1100	1100	-nan(ind)	1019.03	810.524	109845	2.14884e-11	0	0	0	0.363426	0.636574	0.00154321	0.654321	0.344136	1	0	0
0.153	1100.000	108063	-nan(ind)	-nan(ind)	6.42	1100	1100	-nan(ind)	1018.96	810.513	108063	2.14909e-11	0	0	0	0.351852	0.648148	0.00154321	0.665895	0.332562	1	0	0
0.154	1100.000	108171	-nan(ind)	-nan(ind)	6.43	1100	1100	-nan(ind)	1018.96	810.515	108171	2.14905e-11	0	0	0	0.361111	0.638889	0.00308642	0.668981	0.327932	1	0	0
0.155	1100.000	104055	-nan(ind)	-nan(ind)	6.44	1100	1100	-nan(ind)	1018.87	810.432	104055	2.15036e-11	0	0	0	0.393519	0.606481	0.00308642	0.691358	0.305556	1	0	0
0.156	1100.000	103401	-nan(ind)	-nan(ind)	6.45	1100	1100	-nan(ind)	1018.81	810.458	103401	2.15007e-11	0	0	0	0.395833	0.604167	0	0.694444	0.305556	1	0	0
0.157	1100.000	105694	-nan(ind)	-nan(ind)	6.45	1100	1100	-nan(ind)	1018.86	810.502	105694	2.14937e-11	0	0	0	0.372685	0.627315	0.00154321	0.668981	0.329475	1	0	0
0.158	1100.000	104505	-nan(ind)	-nan(ind)	6.46	1100	1100	-nan(ind)	1018.86	810.459	104505	2.14999e-11	0	0	0	0.365741	0.634259	0.00308642	0.677469	0.319444	1	0	0
0.159	1100.000	106881	-nan(ind)	-nan(ind)	6.47	1100	1100	-nan(ind)	1018.97	810.459	106881	2.14983e-11	0	0	0	0.365741	0.634259	0	0.668981	0.331019	1	0	0
0.16	1100.000	110161	-nan(ind)	-nan(ind)	6.48	1100	1100	-nan(ind)	1019.1	810.481	110161	2.14935e-11	0	0	0	0.37037	0.62963	0.00308642	0.656636	0.340278	1	0	0
0.161	1100.000	108876	-nan(ind)	-nan(ind)	6.49	1100	1100	-nan(ind)	1019.05	810.467	108876	2.14961e-11	0	0	0	0.398148	0.601852	0	0.671296	0.328704	1	0	0
0.162	1100.000	107825	-nan(ind)	-nan(ind)	6.49	1100	1100	-nan(ind)	1018.98	810.484	107825	2.14946e-11	0	0	0	0.372685	0.627315	0.00462963	0.670525	0.324846	1	0	0
0.163	1100.000	106437	-nan(ind)	-nan(ind)	6.5	1100	1100	-nan(ind)	1018.98	810.44	106437	2.15011e-11	0	0	0	0.363426	0.636574	0	0.676698	0.323302	1	0	0
0.164	1100.000	107445	-nan(ind)	-nan(ind)	6.51	1100	1100	-nan(ind)	1018.98	810.476	107445	2.14959e-11	0	0	0	0.37037	0.62963	0	0.66821	0.33179	1	0	0
0.165	1100.000	106013	-nan(ind)	-nan(ind)	6.52	1100	1100	-nan(ind)	1018.92	810.467	106013	2.1498e-11	0	0	0	0.402778	0.597222	0.00154321	0.677469	0.320988	1	0	0
0.166	1100.000	105584	-nan(ind)	-nan(ind)	6.53	1100	1100	-nan(ind)	1018.87	810.489	105584	2.14954e-11	0	0	0	0.395833	0.604167	0	0.682099	0.317901	1	0	0
0.167	1100.000	105834	-nan(ind)	-nan(ind)	6.53	1100	1100	-nan(ind)	1018.91	810.47	105834	2.14976e-11	0	0	0	0.384259	0.615741	0.00308642	0.680556	0.316358	1	0	0
0.168	1100.000	104536	-nan(ind)	-nan(ind)	6.54	1100	1100	-nan(ind)	1018.85	810.471	104536	2.14984e-11	0	0	0	0.391204	0.608796	0	0.681327	0.318673	1	0	0
0.169	1100.000	103152	-nan(ind)	-nan(ind)	6.55	1100	1100	-nan(ind)	1018.82	810.438	103152	2.15034e-11	0	0	0	0.395833	0.604167	0.00154321	0.685957	0.3125	1	0	0
0.17	1100.000	102072	-nan(ind)	-nan(ind)	6.56	1100	1100	-nan(ind)	1018.81	810.409	102072	2.15077e-11	0	0	0	0.421296	0.578704	0	0.694444	0.305556	1	0	0
0.171	1100.000	103084	-nan(ind)	-nan(ind)	6.56	1100	1100	-nan(ind)	1018.82	810.437	103084	2.15036e-11	0	0	0	0.407407	0.592593	0.00308642	0.683642	0.313272	1	0	0
0.172	1100.000	101979	-nan(ind)	-nan(ind)	6.57	1100	1100	-nan(ind)	1018.8	810.415	101979	2.1507e-11	0	0	0	0.405093	0.594907	0.00462963	0.682099	0.313272	1	0	0
0.173	1100.000	101128	-nan(ind)	-nan(ind)	6.58	1100	1100	-nan(ind)	1018.77	810.411	101128	2.15081e-11	0	0	0	0.418981	0.581019	0.00462963	0.685957	0.309414	1	0	0
0.174	1100.000	99191.8	-nan(ind)	-nan(ind)	6.59	1100	1100	-nan(ind)	1018.69	810.397	99191.8	2.15111e-11	0	0	0	0.416667	0.583333	0.00462963	0.689815	0.305556	1	0	0
0.175	1100.000	102239	-nan(ind)	-nan(ind)	6.59	1100	1100	-nan(ind)	1018.78	810.443	102239	2.15033e-11	0	0	0	0.405093	0.594907	0.00308642	0.678241	0.318673	1	0	0
0.176	1100.000	100978	-nan(ind)	-nan(ind)	6.6	1100	1100	-nan(ind)	1018.71	810.446	100978	2.15037e-11	0	0	0	0.430556	0.569444	0.00308642	0.68287	0.314043	1	0	0
0.177	1100.000	99898	-nan(ind)	-nan(ind)	6.61	1100	1100	-nan(ind)	1018.74	810.388	99898	2.15117e-11	0	0	0	0.43287	0.56713	0.00308642	0.691358	0.305556	1	0	0
0.178	1100.000	97844.3	-nan(ind)	-nan(ind)	6.62	1100	1100	-nan(ind)	1018.67	810.368	97844.3	2.15155e-11	0	0	0	0.425926	0.574074	0.00308642	0.706019	0.290895	1	0	0
0.179	1100.000	98651.2	-nan(ind)	-nan(ind)	6.63	1100	1100	-nan(ind)	1018.68	810.39	98651.2	2.15123e-11	0	0	0	0.435185	0.564815	0.00154321	0.693673	0.304784	1	0	0
0.18	1100.000	100133	-nan(ind)	-nan(ind)	6.63	1100	1100	-nan(ind)	1018.75	810.388	100133	2.15115e-11	0	0	0	0.418981	0.581019	0	0.693673	0.306327	1	0	0
0.181	1100.000	103582	-nan(ind)	-nan(ind)	6.64	1100	1100	-nan(ind)	1018.87	810.42	103582	2.15053e-11	0	0	0	0.416667	0.583333	0	0.683642	0.316358	1	0	0
0.182	1100.000	102329	-nan(ind)	-nan(ind)	6.65	1100	1100	-nan(ind)	1018.85	810.387	102329	2.15102e-11	0	0	0	0.412037	0.587963	0.00308642	0.688272	0.308642	1	0	0
0.183	1100.000	100774	-nan(ind)	-nan(ind)	6.66	1100	1100	-nan(ind)	1018.77	810.397	100774	2.151e-11	0	0	0	0.425926	0.574074	0.00154321	0.695216	0.303241	1	0	0
0.184	1100.000	96480.2	-nan(ind)	-nan(ind)	6.66	1100	1100	-nan(ind)	1018.65	810.331	96480.2	2.15211e-11	0	0	0	0.4375	0.5625	0.00154321	0.70679	0.291667	1	0	0
0.185	1100.000	98177.6	-nan(ind)	-nan(ind)	6.67	1100	1100	-nan(ind)	1018.67	810.375	98177.6	2.15144e-11	0	0	0	0.430556	0.569444	0.00308642	0.698302	0.298611	1	0	0
0.186	1100.000	100005	-nan(ind)	-nan(ind)	6.68	1100	1100	-nan(ind)	1018.71	810.411	100005	2.15087e-11	0	0	0	0.423611	0.576389	0.00308642	0.692901	0.304012	1	0	0
0.187	1100.000	99848.6	-nan(ind)	-nan(ind)	6.69	1100	1100	-nan(ind)	1018.78	810.355	99848.6	2.15158e-11	0	0	0	0.43287	0.56713	0	0.693673	0.306327	1	0	0
0.188	1100.000	100377	-nan(ind)	-nan(ind)	6.69	1100	1100	-nan(ind)	1018.75	810.394	100377	2.15106e-11	0	0	0	0.453704	0.546296	0.00308642	0.688272	0.308642	1	0	0
0.189	1100.000	100821	-nan(ind)	-nan(ind)	6.7	1100	1100	-nan(ind)	1018.82	810.357	100821	2.1515e-11	0	0	0	0.4375	0.5625	0.00462963	0.690586	0.304784	1	0	0
0.19	1100.000	98592.1	-nan(ind)	-nan(ind)	6.71	1100	1100	-nan(ind)	1018.74	810.34	98592.1	2.15185e-11	0	0	0	0.472222	0.527778	0.00308642	0.70216	0.294753	1	0	0
0.191	1100.000	98132.4	-nan(ind)	-nan(ind)	6.72	1100	1100	-nan(ind)	1018.7	810.355	98132.4	2.1517e-11	0	0	0	0.460648	0.539352	0.00154321	0.699846	0.298611	1	0	0
0.192	1100.000	100093	-nan(ind)	-nan(ind)	6.72	1100	1100	-nan(ind)	1018.74	810.395	100093	2.15107e-11	0	0	0	0.444444	0.555556	0.00462963	0.684414	0.310957	1	0	0
0.193	1100.000	100029	-nan(ind)	-nan(ind)	6.73	1100	1100	-nan(ind)	1018.76	810.373	100029	2.15135e-11	0	0	0	0.425926	0.574074	0.00154321	0.690586	0.30787	1	0	0
0.194	1100.000	100684	-nan(ind)	-nan(ind)	6.74	1100	1100	-nan(ind)	1018.78	810.383	100684	2.15118e-11	0	0	0	0.439815	0.560185	0.00308642	0.681327	0.315586	1	0	0
0.195	1100.000	100566	-nan(ind)	-nan(ind)	6.74	1100	1100	-nan(ind)	1018.76	810.395	100566	2.15104e-11	0	0	0	0.439815	0.560185	0.00308642	0.685185	0.311728	1	0	0
0.196	1100.000	98251	-nan(ind)	-nan(ind)	6.75	1100	1100	-nan(ind)	1018.72	810.34	98251	2.15187e-11	0	0	0	0.435185	0.564815	0.00308642	0.70679	0.290123	1	0	0
0.197	1100.000	98796.7	-nan(ind)	-nan(ind)	6.76	1100	1100	-nan(ind)	1018.71	810.368	98796.7	2.1515e-11	0	0	0	0.421296	0.578704	0.00154321	0.695988	0.302469	1	0	0
0.198	1100.000	97347	-nan(ind)	-nan(ind)	6.77	1100	1100	-nan(ind)	1018.65	810.364	97347	2.15163e-11	0	0	0	0.435185	0.564815	0.00308642	0.699074	0.29784	1	0	0
0.199	1100.000	98208.8	-nan(ind)	-nan(ind)	6.77	1100	1100	-nan(ind)	1018.71	810.349	98208.8	2.15176e-11	0	0	0	0.439815	0.560185	0.00154321	0.69213	0.306327	1	0	0
0.2	1100.000	95421.9	-nan(ind)	-nan(ind)	6.78	1100	1100	-nan(ind)	1018.6	810.334	95421.9	2.15214e-11	0	0	0	0.451389	0.548611	0.00308642	0.709105	0.287809	1	0	0
0.201	1100.000	91201	-nan(ind)	-nan(ind)	6.79	1100	1100	-nan(ind)	1018.48	810.272	91201	2.15318e-11	0	0	0	0.488426	0.511574	0.00462963	0.722222	0.273148	1	0	0
0.202	1100.000	91058.5	-nan(ind)	-nan(ind)	6.79	1100	1100	-nan(ind)	1018.44	810.297	91058.5	2.15287e-11	0	0	0	0.493056	0.506944	0.00154321	0.721451	0.277006	1	0	0
0.203	1100.000	93812.9	-nan(ind)	-nan(ind)	6.8	1100	1100	-nan(ind)	1018.53	810.329	93812.9	2.1523e-11	0	0	0	0.486111	0.513889	0.00462963	0.704475	0.290895	1	0	0
0.204	1100.000	95768.2	-nan(ind)	-nan(ind)	6.81	1100	1100	-nan(ind)	1018.57	810.367	95768.2	2.1517e-11	0	0	0	0.490741	0.509259	0.00462963	0.698302	0.297068	1	0	0
0.205	1100.000	95943	-nan(ind)	-nan(ind)	6.82	1100	1100	-nan(ind)	1018.6	810.349	95943	2.15191e-11	0	0	0	0.472222	0.527778	0.00154321	0.703704	0.294753	1	0	0
0.206	1100.000	97314.2	-nan(ind)	-nan(ind)	6.82	1100	1100	-nan(ind)	1018.65	810.36	97314.2	2.15168e-11	0	0	0	0.486111	0.513889	0.00308642	0.701389	0.295525	1	0	0
0.207	1100.000	94518.8	-nan(ind)	-nan(ind)	6.83	1100	1100	-nan(ind)	1018.6	810.296	94518.8	2.15266e-11	0	0	0	0.486111	0.513889	0.00154321	0.722994	0.275463	1	0	0
0.208	1100.000	93162.8	-nan(ind)	-nan(ind)	6.84	1100	1100	-nan(ind)	1018.52	810.309	93162.8	2.15259e-11	0	0	0	0.49537	0.50463	0.00154321	0.719907	0.278549	1	0	0
0.209	1100.000	96036.2	-nan(ind)	-nan(ind)	6.84	1100	1100	-nan(ind)	1018.62	810.335	96036.2	2.15208e-11	0	0	0	0.483796	0.516204	0.00154321	0.701389	0.297068	1	0	0
0.21	1100.000	89822.1	-nan(ind)	-nan(ind)	6.85	1100	1100	-nan(ind)	1018.44	810.251	89822.1	2.15353e-11	0	0	0	0.497685	0.502315	0	0.733025	0.266975	1	0	0
0.211	1100.000	87752.9	-nan(ind)	-nan(ind)	6.86	1100	1100	-nan(ind)	1018.37	810.233	87752.9	2.15388e-11	0	0	0	0.511574	0.488426	0	0.746142	0.253858	1	0	0
0.212	1100.000	89306.5	-nan(ind)	-nan(ind)	6.86	1100	1100	-nan(ind)	1018.39	810.272	89306.5	2.1533e-11	0	0	0	0.520833	0.479167	0.00617284	0.727623	0.266204	1	0	0
0.213	1100.000	90220.3	-nan(ind)	-nan(ind)	6.87	1100	1100	-nan(ind)	1018.42	810.284	90220.3	2.15309e-11	0	0	0	0.5	0.5	0	0.725309	0.274691	1	0	0
0.214	1100.000	92250.5	-nan(ind)	-nan(ind)	6.88	1100	1100	-nan(ind)	1018.46	810.323	92250.5	2.15247e-11	0	0	0	0.506944	0.493056	0	0.719136	0.280864	1	0	0
0.215	1100.000	88869.8	-nan(ind)	-nan(ind)	6.88	1100	1100	-nan(ind)	1018.4	810.25	88869.8	2.1536e-11	0	0	0	0.511574	0.488426	0.00308642	0.731481	0.265432	1	0	0
0.216	1100.000	91647.4	-nan(ind)	-nan(ind)	6.89	1100	1100	-nan(ind)	1018.46	810.308	91647.4	2.15271e-11	0	0	0	0.5	0.5	0.00617284	0.712963	0.280864	1	0	0
0.217	1100.000	88492.4	-nan(ind)	-nan(ind)	6.9	1100	1100	-nan(ind)	1018.34	810.282	88492.4	2.15323e-11	0	0	0	0.518519	0.481481	0.00925926	0.729938	0.260802	1	0	0
0.218	1100.000	89619.9	-nan(ind)	-nan(ind)	6.9	1100	1100	-nan(ind)	1018.36	810.31	89619.9	2.15281e-11	0	0	0	0.516204	0.483796	0.00771605	0.719907	0.272377	1	0	0
0.219	1100.000	92719.5	-nan(ind)	-nan(ind)	6.91	1100	1100	-nan(ind)	1018.42	810.378	92719.5	2.15176e-11	0	0	0	0.511574	0.488426	0.00771605	0.710648	0.281636	1	0	0
